doc_id,total_word_count,filtered_text
APW19980424.0898,270,krasnoyarsk russia ap candidate governor krasnoyarsk region siberia employ tool available modern politic poll television advertising apparently dirty trick election set sunday attract national attention russia security chief alexander lebe candidate russian news agency report friday police confiscate 850000 copy newspaper publish lebed campaign allegedly contain libelous material chief rival incumbent gov valery zubov lebe call charge absurd say unspecified rival carry dirty trick campaign include have hand condom young schoolchildren lebed lebed newspaper krasnoyarski krai confiscate wednesday print plant authority say local television show copy newspaper offend article headline look provocation article declare zubov consider act vandalism include accident power station cutting electricity water transportation communication provoke dissatisfaction populace cause panic zubov campaign spokesman yuri vasliev decline comment article friday matter need settle court lebe interview associated press deny knowledge article say justification seize newspaper think activity governor say go numerous dirty trick play campaign categorically dirty trick say eager increase positive thing mlgm
APW19980424.0899,181,copyright 1998 worldsource inc joint venture fdch inc world time inc portion material contain medium attribution worldsource inc countrys demand water year 2020 estimate 39298 million litre day house tell deputy work minister datuk railey jeffrey say estimate take consideration population growth 25 cent water demand growth 67 cent annually present necessary infrastructure development cater estimate supply underway say review conduct regularly project update need arise railey say response datuk hon choon kim bn seremban ask estimate water demand supply country 2020 government intend form water authority co ordinate water supply state formation national water authority say government agree formation national water council
APW19980424.0903,363,lago nigeria ap explosion rock southwestern university town ife killing people radio lago report friday initial report say explosion late thursday night occur nearby city ilesha 200 kilometer 125 mile northeast commercial capital lago people wound cause blast give radio report say similar explosion night early kill people lagos suburb town military governor friday inspect site explosion ife detail public authority say explosion cause bomb church leader opponent nigerias rule military junta warn violence army step power thursday blast come day nationwide voting legislative election transition process military civilian rule nigeria opponent call transition sham vow boycott voting saturday legislative poll presidential election later year bomb expert lago sift debris blast wednesday night leave huge crater residential street victim explosion outside watch soccer match television place neighbor yard explosion occur hour early senior roman catholic leader warn violence nigeria military ruler gen sani abacha president later year abacha devout muslim little support countrys south christian face discrimination repression military junta opposition pro democracy group outraged recent unanimous presidential nomination abacha nigerias political party opponent say nomination process rig eliminate competition presidential election form referendum vote abachas uncontested nomination abacha seize power bloodless 1993 coup face international criticizing rampant human right abuse refuse hand power civilian government
APW19980429.1258,324,los angele ap range price dlrs 18 cheap round seat dlrs 100 expensive place final ticket 1999 women world cup sale friday 1994 men world cup sale stage ticket initially available soccer family 1 31 people purchase ticket receive 5 15 percent discount member soccer family include member federation affiliated organization purchase ticket express interest national team game approximately past year ticket general public place sale fall date determine ticket purchase series mean individual buy ticket world cup event particular venue include include quarterfinal semifinal date single game sale announce 1994 world cup initial sale require individual buy ticket second round game particular venue semifinal women world cup event doubleheader include final preceede place game squeeze 32 game 16 team tournament schedule june 19 july 10 1999 17 date expensive series dlrs 36 dlrs 32 family round event chicagos soldier field expensive dlrs 190 dlrs 175 family round quarterfinal semifinal san francisco san jose california 500000 ticket available compare approximately 25 million 1994 men championship price range dlrs 25 round match dlrs 475 good seat final
APW19980429.1260,49,moscow ap russias strategic missile force launch military satellite wednesday mission control say kosmos 2350 satellite send orbit proton rocket baikonur launch site central asian nation kazakstan say accord itar tass news agency ji
APW19980429.1268,208,budap hungary ap police say wednesday 19 year old man confess kill 11 year old girl brutal stab home early month catch nationwide attention state news agency mti report arrest man medium identify gabor tanczos reportedly follow girl home april 3 close door properly leave music class killer walk hit stab death accord medium account mother brother abroad father pick school delay car break murder shock small town koermend 200 kilometer 125 mile southwest budap nation extra police send town patrol tanczo question police contradiction account lead investigator close look find fingerprint girl home mti say young man confess report add police know motive girl identify medium report molest sexually remove premise abas
NYT19980315.0063,1211,20 year debut 1979 bob edward preside national public radio news magazine morning edition start soothe avuncular tone edward trademark raise certain question nt man dangerous 10 year old school car pool drive ask 1980 nt imagine dangerous talk ask early morning say people drive s go sleep like number high profile npr news magazine host news reader edward convey distinct sense disengagement subject present late serbian atrocity odd little cow tree human interest story iowa distance translate sense superiority talk share thing consider host robert siegel linda wertheimer hourly news reader ann taylor year year day day wend way vagary event time come sense boredom world edward boredom product remotely offensive patient sound time world pleasantly like neighbor drop coffee morning precisely time edward convey feeling surprise reassuring drone little broadcasting pronunciation tic ear attuned blanket syllable issue mouth singsongy rhythm pause break rhythm warm soft entrance clause restore continuity begin certain change sun rise tomorrow edward performance say rise tomorrow exactly manner rise today president senator representative sport hero film star flood victim edward tone say get hell go set forth kindly manner story tell siegel ms wertheimer ms taylor edward patience replace impatience world change people tell maddeningly world keep pretend change bored contemptuous irritated assumption bill clinton transitory siegel ms wertheimer implication faithful npr listener permanent communicate thing consider particular information opinion white house correspondent mara liasson legal affair correspondent nina totenberg offer detailed nuanced importantly involve report siegel ms wertheimer sweep translate attitude feeling bumper sticker car read d attend embassy reception idea bumper sticker nt impossibly vulgar ms wertheimer afternoon news reader ms taylor share remarkable ability look nose talk speak nprs washington headquarters rest country new york ethnic exotic local custom like tired mildly divert play stage laconic amusement siegel work differently speech clip word suddenly hurry inexplicably drag mumble swallow aural hook equivalent serif type face serif nt attention s lot dick cavett siegel interview style s terribly earnest time suggest s interested s like prepared lawyer ask question nt know answer denial chance surprise deaden new sun want raise voice powerful moment news report experience take place 1978 night news mass suicide murder jonestown begin break television evening network news anchor sum fact know look paper desk lower voice speak awful story break code news broadcast unspoken message thing sun place limit know shocking code lot npr sell antiphon cool school npr broadcasting provide terry gross fresh air daily hour interview art program originate public radio station whyy philadelphia ms gross 47 host principal interviewer speak phone week guess program begin 20 year ago 9000 10000 interview begin tale beginning conduct remote hookup atmosphere invariably intimate open feeling happen say ms gross characteristically eager naive hear enthusiasm voice experience skepticism people sell book bring write life know let people talk s afraid silence noisy blech s repulse creepy story s dog impression wait day s take stop fake recent interview eddie miller author unreadably preen true crime novel day paradise true suppose believe change name miller answer question variation s book speak slow gravelly leer voice armed robber say live american dream person meet ms gross question heavy sigh s chick life man explain book ask feel commit robbery miller begin laugh smug insistence know thing ms gross know s funny ms gross ask high pleasant disarm voice voice instant turn knife finally miller start talk fresh air start local philadelphia 1975 ms gross explain talk week go national 1985 daily 1987 like american bandstand say thinking dick clark 1950s rock n roll dance party philadelphia signal contribution american broadcasting yeah ms gross say
NYT19980315.0064,1544,cyberspace yesterday proud wild west information age rapidly settle tame good evidence sudden alarming infestation new specie cyberlawyer month computer freedom privacy conference annual gathering dominate hacker security agent clog panel subject like government jurisdiction cyberspace transaction week post hundred message cyberia e mail list ponder matter like usenet death penalty legal pack cyberlawyer petition white house access plan conference internet privacy nation law school vie dominate area jurisprudence call cyberlaw law firm promote practice ubiquitous spam e mail court docket swell digital age dispute impression happen electronic frontier like legal trade re ipsa loquitur thing speak internet change playground like minded libertarian workplace social space million late settler little interest cyberstate nature utopian manifesto pioneer like john perry barlow oft cite declaration independence cyberspace defy state assertion control internet lawyer come like start colony say mike godwin chief counsel electronic frontier foundation advocacy group year ago practically field thing find water thing form couple start family notion have law way order social interaction happen lot social interaction problematic legal system revere precedent rely analogy define nature internet relate dispute source contention consider pende case question raise range legal doctrine government sue microsoft corp charge antitrust violation monopoly measure information age white house aide sidney blumenthal sue internet gossip columnist matt drudge libel burden proof remedy libel internet publisher drudge sue district columbia item post world wide web site los angele america online sue injunction multiple distributor junk e mail spam mail violation privacy attempt block violate amendment mathematic professor sue government deny application send encryption program internet government able prevent national security ground violate free speech right cindy cohn lawyer represent math professor say lure unknown cyberspace law appeal chance think level question say ms cohn partner mcglashan amp sarrail firm san mateo calif tenth case issue decide maybe need think new way ms cohn schedule testify tuesday senate judiciary committee subcommittee propose encryption legislation sanguine prospect clean legal slate stake legal expert value evolve century case law apply cyberspace decision teach law real space anxiety yes say judge stewart dalzell federal circuit court judge allude role year overturn communication decency act landmark decision cyberspace law later uphold supreme court dalzell recall know go start hear testimony go oh god oh god learn packet switching go wrong path immense mischief medium story end optional material follow judge lawyer search metaphor elite law school scurry stake claim center legal theory sense lure cut edge law professor attract student eager enter look lucrative new field practice early month harvard law school say receive 54 million donation estate jack n berkman alumnus wife lillian r berkman support center internet society establish year oversee jonathan zittrain executive director prof charle nesson center director say money experiment opening gate august institution general public 1000 people enrol privacy cyberspace center free credit course offer internet gift endow professorship name berkman chair lawrence lessig appointment federal district judge special master government antitrust case microsoft raise profile nascent field cyberspace legal theory lessig investigation suspend pende appeal court decision propriety appointment outdo harvard longtime rival yale law school lessig stand job offer effort jump start information society project school offer visit professorship intellectual property expert jam boyle american university robert mergess co director berkeley center law technology university california yale go place cyberlaw say jack balkin director school program happen yale come say here money find technology center identify priority yale stance make school nervous competition definitely heat say pam samuelson helped find berkeley center year ago hope mergess stay ms samuelson lead critic clinton administration proposal adapt copyright law cyberspace say berkeley advantage midst industry create today legal challenge ms samuelson say center like berkeley teach different skill value traditional law school curriculum teach try develop fix set black letter law rule memorize apply require student learn supple adaptable ms samuelson say account harvard yale berkeley strong offering expertise field spread michael froomkin university miami publish article law cryptography example dan burk seton hall university expert jurisdictional issue cyberspace david post co founder cyberspace law institute professor temple university law school center active debate lawyer emergence cyberspace require new legal model division incrementalist radical post say make sense think separate domain interaction s go rule stress new technology place exist law provoke scholar argue cyberspace need law area like copyright privacy wonder time private company wield power online behavior computer code constitutional principle regulate private state action legal scholar scoff notion cyberspace present need new discipline judge frank easterbrook 7th circuit court appeal professor university chicago article university chicago law review title cyberspace law horse easterbrook warn multidisciplinary dilettantism law cyberspace make sense law horse say critic agree emergence cyberspace force deep critical consideration year law general maybe divide world real space cyberspace artificial say brian dally 26 student lessig cyberspace law class came rush fore class pause examine basic understanding purpose government purpose law
NYT19980315.0067,1088,time internet picture rage quincy jone music impresario sit bill gate computer magnate technology conference talk future year 1992 conversation melding titan respective passion preservation musical culture nascent online universe cyberspace take year realize complete fusion vision emerge night wednesday jones introduce qradio venture marry internet advocacy rich varied largely unknown music develop nation web radio technology transmit audio programming internet connect personal computer offer potential reach wide audience fraction cost traditional broadcasting different sort landscape 21st century language jone say internet site devote music unlike broadcast radio limit sound multimedia product actual radio formally introduce week qradio begin february initial focus south africa offer data base south african musician include biography discography sample clip multimedia history musical evolution region continuous feed south african broadcasting corps 16 radio station qradio start 5 million private investment plan sell advertising hope derive revenue sale cds audio tape market mean online music sample jone partner venture hope eventually broaden site embrace music part africa america ultimately serve medium breed new specie music jones suggest goal build bridge culture technological class enter century say number zero heavy ironic deal internet people south africa nt electricity adam clayton powell iii lifelong friend employee jones say seed germinate qradio 1991 trip take south africa nation legacy apartheid collapse time powell say man discuss feasibility cable channel promote indigenous musical culture region cost venture prohibitive powell say notion online technology delivery mechanism pique jones interest get come south africa powell vice president technology program freedom forum arlington va recall friend say development world wide web technology know streaming audio possibility online radio transmission realize technology ensure listen industry analyst question medium bear 1920 find acceptable fit medium millennium radio internet say alan brody independent medium analyst scarsdale ny like tv broadcast shipbuilding information cute idea s future future personalize hear radio powell disagree virtually new personal computer equip audio capability people use web platform radio like programming radio ubiquitous medium powell say form familiar specie long tradition oral history fit tradition story end optional material follow qradio start time music real success story online marketing effort lump term electronic commerce plan marketing research firm say late datum cds tape fifth popular product sell web buy 13 million people quarter 1997 12 million people visit music orient web site typical 30 day period question qradio new online venture visitor frequent shop niche web site financially viable distinguish oneself new medium expert online broadcasting demand delicate balancing act product narrowly focus audience broad appeal support advertising direct online sale player medium embrace horizontal strategy print publishing group imagine medium brisbane calif specialize computer orient magazine week start new internet service call imagine radio group 20 original radio station create web audio net dalla base company streaming audio business half year offer 260 radio television station country plus 400 special event day car ve get 30 radio station say audio net president mark cuban tv 20 100 station net million s economic stand radio nt work expensive successful easy door difficult money vern fotheringham found partner qradio say people denigrate internet opportunity well like mean few people try build fallow content marry capture content look substandard living today prospering future 50 year music business jone say important encourage development medium speak people culture economic level important urban voice get say know pc pot qradio httpwwwqradionet imagine radio httpwwwimagineradiocom audionet httpwwwaudionetcom
NYT19980315.0069,833,buoy white house support face tepid opposition nation governor silicon valley state local tax collector defensive congress verge pass legislation effectively bar sale taxis internet transaction 2004 outcome doubt say rep christopher cox r calif sponsor internet tax freedom act house bill respond fear thicket conflicting taxis choke growth internet commerce particular inhibit use small business cope burden paperwork analyst governor worry federal moratorium set precedent permanently deprive state local government huge potential revenue source nt tax internet commerce tax say william gale economist brooking institution research group washington exception state little effort tax internet service provider like america online retail sale internet theory cover use taxis require consumer pay taxis home state matter buy supreme court ruling state compel merchant collect use taxis merchant substantial business presence state buyer live prevent business imagine day state try tax internet use survey executive large retailer medium corporation conduct kpmg peat marwick 1996 half say tax ambiguity temper plan internet commerce sen ron wyden d ore cox lead charge legislative remedy senate house bill emerge committee bar taxis monthly internet access charge january 2002 state local government remain free tax purchase internet cox wyden bill bar attempt limit state collection set supreme court state able collect sale taxis today cox say tax specialist sympathize effort avoid discriminatory taxis internet service provider state notorious inconsistency tax service hit miss basis say joel slemrod economist university michigan business school token sympathize problem businesse particularly mom pop store expand internet potentially face sell customer thousand different tax district wary precedent effectively internet sale bound state local tax collector internet commerce small today gale say happen local tax basis net major presence retailing flat opposition internet legislation long realistic option president governor new york california virginia take stance favor cox wyden bill national governor association press alternative lead gov michael leavitt utah gov roy romer colorado association willing accept permanent prohibition tax access internet return want washington individual state powerful incentive create single consolidated tax state purchase electronic mail order association proposal override supreme court ruling require large vendor collect use taxis behalf state long state conform single tax structure time system create level playing file seller leavitt say governor approach face strong opposition bill meet primary objective internet service provider open internet commerce taxation new tax generate 16 billion revenue year 2000 wyden say probably important tie internet tax legislation fate state attempt force mail order vendor collect taxis state customer hardly ground swell congress legislation result unduly disturb opponent internet tax freedom act governor generally concede play weak political hand house leader promise floor vote cox wyden bill month week senate majority leaser trent lott r miss predict bill come vote senate real question governor salvage compromise bill congressional sponsor m persuade lot common ground leavitt say
NYT19980315.0070,1046,world internet search service find right business model prove elusive find entirely relevant list search result effort see web site industrys familiar name yahoo big dozen site devote navigate web look like commercial online service day channel organize information category likewise excite lyco add chat room electronic mail wide range original content like news financial service shopping local entertainment guide early month infoseek announce entry electronic commerce add travel booking home buying service function search commodity say alan braverman internet analyst credit suisse boston search engine company make transition internet medium company consumer change way use search engine originally develop help internet user find look million page world wide web judge solely quickly match key word result today search small reason people site like yahoo lyco infoseek excite yahoo example user go search say jerry yang co founder company base santa clara calif rest time use yahoo feature like e mail chat service yahoo finance popular financial site web certainly online service like say nt navigation service important mean visitor site like yahoo excite tend stay long potentially site offer search translate advertising year yahoo ad support web site second consecutive year generate 532 million advertising accord electronic advertising marketplace report 180 percent 190 million 1996 excite rank second web site generate 402 million advertising 1997 despite huge growth advertising profit elusive yahoo lyco profitable quarter 1997 infoseek stumble struggle management change refocus consumer business excite lose money year analyst appear bullish prospect yahoo try turn site destination ambitious start take entirely different approach gotocom spinoff idealab self describe business incubator base los angele say focus entirely search make money encourage web site pay prominent placement search result rank search result accord certain key word appear conventional search engine gotocom actually rank result accord site willing pay service post word pricing open auction allow web site continually bid high placement give topic gotocom request visitor vote quality relevance search result information later improve future search bill gross president idealab say important difference approach search site gotocom try medium company money stay money leave gross say compare service yellow page change alignment proposition true search engine let combination market force user feedback determine result search gotocom actually provide well result say let blind algorithm decide gross say gross say web simply large conventional search approach match key word critic true search engine exactly gotocom pay placement approach lead skewed result argue particularly information seek readily available commercial site story end optional material follow gross insist nonprofit group university medical organization find interest pay placement s way money have come site say philanthropic want attention site care pay appear search result list pay site way user know find small site have mix large typically commercial site reason industry skepticism pay placement test year ago open text corp search service allow advertiser pay premium placement search result practice quickly abandon consumer complain get pretty strong emotional response say abe kleinfield vice president open text base waterloo ontario people think immoral difference approach important open text tell user allow company pay high placement gotocom open practice regardless approach gotocom succeed simply late market analyst nt bullish newcomer braverman say success today come branding distribution yahoo go tough competitor count main reason people yahoo habit say embrace new entry say market likely favor consolidation gross confident strategy work guy traffic nt good business model say
NYT19980315.0071,952,tv watch public long familiar show base high quality book reader look television produce good write work peter kaufman try change kaufman president privately hold tv book llc think fine intellectual property world develop television year old company new york publish book base programming network like pbs aampe history channel write intimately involve production consider reagan half hour documentary broadcast recently public television produce award win series american experience wgbh boston program result year research study small percentage material final documentary shame use gather happen business say margaret drain executive producer american experience enter kaufman proposal book base documentary result deal call tv book publish book base program series year reagan american story write adriana bosch producer documentary arrive bookstore april decision sense lot level ms drain say mainly way expand brand kaufman disclose financial detail deal tv book publish 11 book far kaufman say expect company sale 25 million year 5 million 1999 kaufman expect publish 25 title year quality documentary cost 500000 single hour majority interview archival photograph scholarly research past cutting room instance 3 percent tape interview air reagan documentary producer director companion book natural outlet unused material source revenue draw material produce type book low development marketing cost think viable business model say michael coffey manage editor publisher weekly long form tv cover basis book serve answer question raise coffey ought know editor irish america book publish hyperion unit walt disney co serve companion volume pbs television program title collaboration wgbh disney story end optional material follow generation movie television show book tie in hundred book feature film television movie tv book think publisher start independent company focus solely make book television movie example expand search synergy world publish majority stake tv book acquire december broadway video inc film tv company own lorne michael executive producer saturday night live tv book sign distribution deal harpercollin own news corp significant television interest big influence book sale today clearly television film coffey say book mention oprah winfrey tie movie catch fire say course book television connection certainly hurt exposure mass medium editor designer marketer tv book work closely writer producer documentary create visual experience program greatly expand theme danger remain television successful book languish store drawback work author immerse television film project tend time concentrate book complete work film tiny publishing house tv book attract important author tackle hard hit topic include russian history russia war blood snow richard overy base 10 hour documentary irish republican army mask ira sinn fein peter taylor arab israeli relation israel arab 50 year war ahron bregman jihan el tahri jam billington librarian congress noted expert russia write companion book hour public television series face russia jessica yu win 1997 academy award documentary breathing lesson life work mark obrien sign deal write book home box office documentary new york mental hospital book film schedule debut spring offering tv book public affair volume book fourth printing call tv set fantasy blueprint classic tv home collection guide house famous television family bradys cleaver munster
NYT19980315.0072,338,strong thunderstorm common eastern texas oklahoma low mississippi valley cold move slowly region heavy rain slow move storm produce local flooding band thunderstorm expect weaken monday morning move eastward louisiana later monday new area potent thunderstorm erupt eastern texas jet stream disturbance pass overhead late monday vigorous thunderstorm damaging wind hail southern mississippi valley light shower spread tennessee valley southern appalachian far north cloud cover plain state rain steadiest heavy near southern plain spotty light rain expect central section bit freeze drizzle possible part missouri river valley flurry whiten northern dakota northeast mainly sunny chilly sprawl high pressure move slowly southeast ontario cloud begin increase later monday southern great lake middle atlantic state patchy mountain snow valley shower accompany strengthening disturbance interior northwest overnight inch snow accumulate part northern rockie cold air arrive north southwest mainly dry mild cloud scatter sprinkle precede arrival cool air california nevada focus march wind march know wind large temperature contrast provide energy storm linger month deep chill arctic begin wane burgeon warmth tropic regenerate temperature difference nation windswept snow plague part interior northeast friday temperature surge near 60 middle atlantic state stormless day sun energy stir low atmosphere blend wind near ground stonger wind spawn famous breeze march
NYT19980315.0073,1046,hollywood ask talent agent hollywood studio executive producer big star town tom cruise mel gibson harrison ford answer word leo leonardo dicaprio know pretend know actor leo hollywood hot star result titanic man iron mask account big star emerge year ve see frenzy like say sherry lanse chairwoman paramount motion picture group jointly finance titanic 20th century fox nt know relate beatle elvi frank sinatra heyday frenzy look talent blond 23 year old actor androgynous good look like teen ager appeal young girl course co star kate winslet titanic play artist lover unhappy rich woman doom vessel film gross 1 billion worldwide box office record dead heat weekend remain 1 spot man iron mask remake randall wallace duma classic star dicaprio dual role louis xiv brother philippe film gross estimate 175 million dicaprio rapid rise stardom underscore financial demand sign titanic report 25 million earn 6 million man iron mask united artist division mgm demand studio film 20 million range place par cruise ford handful highly unusual dicaprio contrast star like cruise gibson account especially comfortable actually dislike image movie idol united state abroad filmmaker know say star feel trap romantic image teen ager view actor seek role talented actor list director forthcoming role new woody allen project call celebrity release later year s unusual dicaprio fall tradition rugged classic star like clark gable romantic hero like cary grant archetypal american figure like jame stewart character star like spencer tracy jame cagney humphrey bogart instead dicaprio resemble montgomery clift jame dean performance mark brood sensitive role especially appeal teen ager dicaprio longevity star remain course unknown present day hollywood actor herald star publicity machine fade year vanity fair hail matthew mcconaughey paul newman series disappointing film dim mcconaughey stardom matt damon good hunting get similar star treatment dicaprio see differently teen age year seek actor hollywood view performer unusually broad act range people confuse look talent remark lindsay doran president united artist look beatle power music create emotion got mix adorable guy dicaprio earn academy award nomination good support actor 19 portrayal mentally impair youngster s eat gilbert grape gain attention boy life 1993 harrowing drama play opposite ellen barkin robert de niro son abusive stepfather breakthrough role baz luhrmanns mtv style william shakespeare romeo juliet 1996 claire dane unexpected hit teen age girl studio aware dicaprio appeal leonardo dicaprio charisma pure simple define charisma tell ill bottle say laura ziskin president fox 2000 division 20th century fox s get amazing gift actor lot people s get handful people dicaprio begin make television commercial 14 appear television series grow pain reclusive decline interview appear nbc today week promote man iron mask say m lucky guy m get ton opportunity fact nominate academy award contrast ms winslet say non issue rick yorn manager firm addi wechsl amp associate unavailable filmmaker work dicaprio say presence screen set apart actor wallace adapt direct man iron mask say actor like people actually scared play role portray openness heroism inherent usually unspoken fear attempt role reveal inherent shallowness cowardice actor hide quirkiness cynicism accuse leo cynicism thing s tom rothman president production 20th century fox way leo gigantic star remember s star worldwide s able open screen let emotionally feel character titanic feel romeo question good look plenty good look guy screen s emotionally accessible actor like
NYT19980315.0074,442,ve read book television program inspire angela ash uncle frank account grow depression ireland entrench high good seller list conor mccourt bring mccourt brother hour reminiscence reflection sing gab grow lane limerick admirer angela ashe surprised discover brother memory good bittersweet give misery youth hunger filth early death family disarray wonder laner poor ireland poor grow lived sing star tuesday st patrick day offering naturally frank mccourt turn talented storyteller screen page alphie michael malachy documentary maker dad contribute portrait family love edge desert father drinker desperately hold family mother angela survivor tell battle slum physical emotional grapple grief anger loss father humiliation see mother beg scrap hard street hungry say malachy d bed night starve story deeply personal broaden story tough time tale bear retell pub performance team frank malachy professional program memory tightknit unravel neighborhood squabble pettiness snobbery amid security cut deep harsh feeling especially church aloof limerick soften wound father abandonment heal frank mccourt say book help rid anger affect reunion suggest mccourt american work way bitter past production note mccourt limerick 8 pm et tuesday cinemax original conception conor mccourt direct conor mccourt produce conor mccourt greg dougherty charlotte forest executive producer homestead editorial cinemax reel life sheila nevin executive producer jacqueline glover associate producer original music produce compose john oneill angela smile lyric dereen griffin music marian thoma griffin sing marian thoma griffin produce tony conniff production romeo amp juliet production inc
NYT19980315.0084,1142,new york day production lohengrin receive hostile reception metropolitan opera robert wilson commitment fly europe telephone geneva director express surprise reaction try explain reason wagner society s closed say regard lohengrin 19th century romanticism want guard clear consider wagnerian distinct breed classicist rigid overprotectiveness follow open night performance week audience enthusiastically applaud lead singer jame levine conduct orchestra levine bring wilson onstage sudden loud chorus boo echo opera house applaud clap hard lonely bravo jeer resoundingly outnumber cheer second round bow response round wilson bring costume designer frida parmeggiani forward possibly shield naysayer long international career innovative director theater opera wilson stir strong reaction especially europe regard icon experimental theater greet appreciative cry bobwilson certainly accustom criticism public print meet reception excessive extraordinarily rude commit crime audience wilson say stand stage strike wave derision think wow wonder provoke visceral response say nt radical nt ask singer sing upside strip opera romantic trapping present abstract modern manner minimum scenery lighting denote environment atmosphere singer shimmering rothko like rectangle change color accord mood wilson signature style bar light horizontal vertical substitute traditional wood palace look beginning project say see photograph production hamlet ghost ordinary man sit desk consider possibility stage lohengrin similar realistic fashion inspire wagner drawing begin stage space abstract term search architecture space decide frame opera lighting present simple way concentrate music know simple line difficult time retain wagner wing swan central motif work mythic element outsize emotion say easily ridiculous opera overly theatrical way diminish music remember production add music diminish cost want help meet singer feel comfortable stage good performance try respectful text story wagner say pay respect master careful slave say classic root single time place ancient story timeless present story end optional material follow wagner virgil thomson encounter resistance remember richard strauss salome la scala 1987 diva montserrat caballe persuade bow boo bravo booing wilson previous encounter met 1986 einstein beach opera create philip glass meet repertory independent production pay wilson lose money venture opening night walkout stay nearly hour epic greet thunderous ovation recent show like black rider time rocker brooklyn academy music theatergoer attune work arrive wilsonian expectation say contrast opera public theater particularly dance audience able approach production visual art look look painting say people accustomed see shakespeare possible situation update undated deconstructed monologue wilson man performance hamlet equanimity direct imaginative interpretation play ibsen buechner brecht new work classic make bold artistic choice occasionally indulge kind brinksmanship point version magic flute year ago bastille opera paris toy ambulance zip stage antic wilson touch lead singer object give choice toy car directorial compromise car eliminate anachronism lohengrin lohengrin difficulty dare direct wagnerian classic met apparent matter wilson wagner abhorrent large segment audience premiere controversy continue internet brief trip europe director busily immerse forthcoming project production ibsen lady sea star dominique sanda milan italy workshop contemporary opera tania leon geneva indicate undiscouraged meet experience thing nt think say try think internationally acclaim artist like wilson treatment hurtful remember receive advice diana vreeland nt worry bob year love year hate work wagner maybe ill ring say awareness announcement cause seismic shudder met return new york plan attend performance lohengrin tuesday saturday ask appear onstage cast final curtain wilson offer emphatic
NYT19980315.0085,1165,new york time run besiege well bddp onetime madison avenue powerhouse recently stumble stunning free fall large client leave amid executive turmoil ownership change ggt group plc parent well say friday well close 32 year effective 13 shutdown affect 133 employee new york start year well twice number effort place employee affiliate omnicom group giant agency company agree late january acquire ggt eligible month year severance pay say john wren president chief executive omnicom new york shutdown abruptly end well battle survival billing fall 200 million peak 1 billion seven year ago november well lose 330 million billing client like bristol myer squibb heineken usa inc liberty mutual insurance co procter amp gamble co tag heuer usa closing end decade advertising achievement include familiar campaign quality job 1 ford nt believe eat thing alka seltzer oh disadvantage benson amp hedge cigarette totally organic experience clairol herbal essence shampoo well kind work reason get business say steve davis join well week ago chairman chief executive dismissal frank assumma look agencys reel good bright davis say get point critical mass go dance way merger agency fairly transparent add s leave merge client roster well affiliate mossdragoti dwindle account closing date post start leave agency fifth chase manhattan corp place account review omnicom move acquire ggt loss well large client procter amp gamble billing estimate 125 million plunge ggt crisis hope widespread well remain business unit omnicom agency like ddb needham worldwide tbwa chiatday virtually revenue leave substantial account loss wren say seal well fate friday 13th story end optional material follow feel terrible say charlie moss chairman mossdragoti initial employee well open well rich greene 1966 sad happen memorial service someday add goodbye nice way client handle mossdragoti head ddb needham new york moss longtime partner stan dragoti hertz corp history channel cable television network own walt disney co hearst corp nbc unit general electric co combined billing estimate 40 million ken kaess president ddb needham division pleased land additional client unexpectedly dismay circumstance bad say well terrific brand well year burnish mary well lawrence fierce devotion client creative instinct advertising legend fledgling agency grow quickly 1960 1970 attract blue chip client like ford motor co itt sheraton corp ibm mile inc bayer philip morris cos pampg mary create environment attitude davis say underpin great people deliver promise well depend new different agency sell 1990 bddp french agency company ms lawrence withdraw active involvement financial problem begin impede well performance well suffer wave account loss management tumult change ownership bddp acquire year ggt instance month period 1995 bring sudden departure well chairman chief executive president chief financial officer big roller coaster say linda kaplan thaler work well creative post 1994 1997 go maternity leave come unfortunate sequence happenstance add person responsible good intention kaplan thaler group new york advertising production company ms kaplan thaler open leave well award account well client toy r billing estimate 30 million 40 million ms kaplan thaler work toy r well j walter thompson new york unit wpp group write toy r jingle ms kaplan thaler bind noncompetition agreement well expire july closing lead well waive stricture account fourth well account move agency package paper product division georgia pacific corp arrive well fall like hertz history channel leave omnicom own agency bbdo south unit bbdo worldwide bbdo south atlanta handle corporate advertising georgia pacific assume additional duty brand like angel soft toilet tissue sparkle paper towel say ken haldin spokesman georgia pacific atlanta billing estimate 30 million 40 million omnicom anticipate complete acquisition ggt week wren say add plan sponsor day job fair try place well employee possible omnicom agency subsidiary employee innocent victim event add davis say consider well closed agree wren tell staff nt say refer remark meeting well office friday afternoon ve see passion conviction face have read agency paper day
